Sum of Average_Salary,Year,Quarter,Month,Day,Email,Q1 - Which Title Best Fits your Current Role?.1,Sum of Q10 - Current Age,Q11 - Which Country do you live in?.1,Q12 - Highest Level of Education,Q13 - Ethnicity,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Q4 - What Industry do you work in?.1,Q5 - Favorite Programming Language.1,Q5 - Favorite Programming Language.2,Sum of Q6 - How Happy are you in your Current Position with the following? (Coworkers),Sum of Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Sum of Q6 - How Happy are you in your Current Position with the following? (Management),Sum of Q6 - How Happy are you in your Current Position with the following? (Salary),Sum of Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Sum of Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Time Spent,Time Taken (America/New_York),Unique ID
75.5,2022,Qtr 2,June,12,anonymous,Other,30,United States,Masters,Asian or Asian American,No,66k-85k,Finance,Python,,10,0,5,0,0,10,Neither easy nor difficult,Good Work/Life Balance,Female,1899-12-30 00:01:31,1899-12-30 09:14:00,62a5e69f24a26260273b42bf
75.5,2022,Qtr 2,June,12,anonymous,Other,36,United States,Masters,White or Caucasian,Yes,66k-85k,Other,Python,,8,6,8,7,6,9,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:01:58,1899-12-30 18:14:00,62a66558cf2555431733c0f9
20,2022,Qtr 2,June,12,anonymous,Student/Looking/None,26,United States,Bachelors,American Indian or Alaska Native,No,0-40k,Other,Python,,0,0,0,0,0,0,Easy,Good Work/Life Balance,Female,1899-12-30 00:01:35,1899-12-30 12:12:00,62a61076f8f7561645887ded
95.5,2022,Qtr 2,June,13,anonymous,Data Analyst,41,United States,Associates,Hispanic or Latino,Yes,86k-105k,Tech,Python,,5,6,4,7,3,6,Neither easy nor difficult,Better Salary,Female,1899-12-30 00:01:45,1899-12-30 18:46:00,62a7be5e5d257a28a313876a
53,2022,Qtr 2,June,13,anonymous,Data Analyst,31,United States,Bachelors,Black or African American,Yes,41k-65k,Other,Python,,7,8,7,5,4,10,Easy,Better Salary,Male,1899-12-30 00:02:51,1899-12-30 00:58:00,62a6c3d9cec54911e9ce7669
75.5,2022,Qtr 2,June,13,anonymous,Data Analyst,28,United States,Bachelors,Black or African American,Yes,66k-85k,Healthcare,Python,,8,7,8,6,8,9,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:01:00,1899-12-30 02:40:00,62a6dbcad8c00e9f541e1050
75.5,2022,Qtr 2,June,13,anonymous,Data Analyst,35,United States,Bachelors,Hispanic or Latino,Yes,66k-85k,Healthcare,Other,None,6,3,4,2,3,6,Difficult,Better Salary,Male,1899-12-30 00:02:30,1899-12-30 21:15:00,62a7e1380f8c8599d5b55fcf
137.5,2022,Qtr 2,June,13,anonymous,Data Analyst,35,United States,Bachelors,White or Caucasian,Yes,125k-150k,Education,Python,,7,9,6,8,7,8,Neither easy nor difficult,Good Culture,Male,1899-12-30 00:01:07,1899-12-30 17:56:00,62a7b296f8d5efcc22fdc1ef
53,2022,Qtr 2,June,13,anonymous,Data Analyst,29,United States,Bachelors,White or Caucasian,Yes,41k-65k,Agriculture,Python,,5,6,5,3,5,6,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:00:50,1899-12-30 14:06:00,62a77cb7b4da29969c68743a
53,2022,Qtr 2,June,13,anonymous,Data Analyst,48,United States,Bachelors,White or Caucasian,Yes,41k-65k,Tech,Python,,5,4,4,3,4,3,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:01:26,1899-12-30 09:24:00,62a73aa824a26260273d0172
95.5,2022,Qtr 2,June,13,anonymous,Data Analyst,23,United States,High School,White or Caucasian,No,86k-105k,Real Estate,Python,,6,6,6,7,4,5,Neither easy nor difficult,Good Culture,Male,1899-12-30 00:00:58,1899-12-30 23:05:00,62a7fb02f8d5efcc22fe2486
115.5,2022,Qtr 2,June,13,anonymous,Data Analyst,41,United States,High School,White or Caucasian,Yes,106k-125k,Healthcare,Python,,4,2,2,4,2,3,Easy,Good Work/Life Balance,Male,1899-12-30 00:01:18,1899-12-30 13:27:00,62a7738a2e54c9003e589598
20,2022,Qtr 2,June,13,anonymous,Data Analyst,28,United States,Masters,Asian or Asian American,Yes,0-40k,Construction,Python,,0,0,0,0,0,0,Very Difficult,Better Salary,Female,1899-12-30 00:01:04,1899-12-30 13:56:00,62a77a37f8d5efcc22fd4e47
75.5,2022,Qtr 2,June,13,anonymous,Data Analyst,28,United States,Masters,Black or African American,Yes,66k-85k,Other,Python,,7,9,5,6,5,7,Difficult,Better Salary,Female,1899-12-30 00:03:15,1899-12-30 22:21:00,62a7f09a0f8c8599d5b57526
95.5,2022,Qtr 2,June,13,anonymous,Data Analyst,29,United States,Masters,Black or African American,Yes,86k-105k,Other,Python,,7,6,6,6,7,7,Difficult,Remote Work,Male,1899-12-30 00:01:23,1899-12-30 18:41:00,62a7bd0e5d257a28a313855c
187.5,2022,Qtr 2,June,13,anonymous,Data Scientist,42,United States,PhD,Asian or Asian American,Yes,150k-225k,Finance,R,,9,8,9,9,8,9,Difficult,Better Salary,Male,1899-12-30 00:00:43,1899-12-30 11:40:00,62a75a5418134ddc75d3d2f1
53,2022,Qtr 2,June,13,anonymous,Other,24,United States,Bachelors,Hispanic or Latino,No,41k-65k,Tech,Python,,6,8,8,8,7,6,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:02:58,1899-12-30 11:59:00,62a75ed0f8f75616458a5d1a
115.5,2022,Qtr 2,June,13,anonymous,Other,24,United States,Masters,American Indian or Alaska Native,No,106k-125k,Tech,Other,SQL,4,4,4,6,3,5,Easy,Better Salary,Male,1899-12-30 00:01:30,1899-12-30 00:26:00,62a6bc6a18134ddc75d2a726
75.5,2022,Qtr 2,June,13,anonymous,Other,30,United States,Masters,Asian or Asian American,Yes,66k-85k,Other,Python,,7,7,7,6,6,6,Easy,Good Culture,Female,1899-12-30 00:01:09,1899-12-30 09:23:00,62a73a37f8d5efcc22fcb724
53,2022,Qtr 2,June,13,anonymous,Other,25,United States,Masters,White or Caucasian,No,41k-65k,Education,Python,,8,7,8,4,6,9,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:00:59,1899-12-30 13:52:00,62a77967f8d5efcc22fd4c81
20,2022,Qtr 2,June,13,anonymous,Student/Looking/None,22,United States,Bachelors,Hispanic or Latino,No,0-40k,Education,Python,,4,4,5,0,2,6,Very Difficult,Remote Work,Female,1899-12-30 00:01:15,1899-12-30 19:54:00,62a7ce44575fa3a5ae8ece5f
20,2022,Qtr 2,June,13,anonymous,Student/Looking/None,19,United States,High School,White or Caucasian,No,0-40k,Telecommunication,Python,,6,8,7,8,8,10,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:01:30,1899-12-30 14:51:00,62a78743f8f75616458ab6bb
53,2022,Qtr 2,June,14,anonymous,Data Analyst,29,United States,Bachelors,Hispanic or Latino,No,41k-65k,Other,C/C++,,6,4,2,5,0,6,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:02:02,1899-12-30 17:26:00,62a8fcf5cf25554317384604
95.5,2022,Qtr 2,June,14,anonymous,Data Analyst,40,United States,High School,White or Caucasian,No,86k-105k,Healthcare,Python,,8,9,8,8,8,9,Difficult,Better Salary,Male,1899-12-30 00:01:35,1899-12-30 16:49:00,62a8f477f408bae018f5869d
20,2022,Qtr 2,June,14,anonymous,Student/Looking/None,26,United States,High School,Asian or Asian American,No,0-40k,Finance,Python,,8,3,5,3,5,4,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:01:54,1899-12-30 01:03:00,62a816907dc029e2d6725a33
20,2022,Qtr 2,June,15,anonymous,Data Analyst,27,United States,Bachelors,Black or African American,No,0-40k,Other,Python,,1,0,6,0,0,7,Easy,Better Salary,Male,1899-12-30 00:01:49,1899-12-30 15:37:00,62aa34e8f3072dd8926c7d56
53,2022,Qtr 2,June,15,anonymous,Data Analyst,27,United States,Bachelors,Black or African American,No,41k-65k,Other,Python,,10,3,7,5,3,6,Neither easy nor difficult,Remote Work,Male,1899-12-30 00:01:38,1899-12-30 22:43:00,62aa98bfcf255543173adbdc
95.5,2022,Qtr 2,June,15,anonymous,Data Analyst,34,United States,Bachelors,Hispanic or Latino,Yes,86k-105k,Other,Python,,9,9,9,7,9,8,Difficult,Better Salary,Male,1899-12-30 00:01:32,1899-12-30 07:54:00,62a9c880f408bae018f6aa1b
20,2022,Qtr 2,June,15,anonymous,Data Analyst,37,United States,Bachelors,White or Caucasian,Yes,0-40k,Other,Python,,5,6,5,0,5,6,Difficult,Remote Work,Male,1899-12-30 00:01:10,1899-12-30 16:56:00,62aa4790f8d5efcc2202266e
75.5,2022,Qtr 2,June,15,anonymous,Data Analyst,54,United States,High School,White or Caucasian,Yes,66k-85k,Healthcare,Other,SQL,4,7,7,7,7,7,Difficult,Better Salary,Male,1899-12-30 00:01:17,1899-12-30 23:29:00,62aaa387f8d5efcc22029fcb
75.5,2022,Qtr 2,June,15,anonymous,Data Analyst,28,United States,Masters,Black or African American,Yes,66k-85k,Tech,R,,6,7,7,4,4,3,Easy,Better Salary,Male,1899-12-30 00:01:03,1899-12-30 15:39:00,62aa356ff8d5efcc22020832
137.5,2022,Qtr 2,June,15,anonymous,Data Scientist,34,United States,Bachelors,Black or African American,Yes,125k-150k,Tech,Python,,7,3,4,5,5,3,Easy,Other (Please Specify):Collaboration,Male,1899-12-30 00:03:23,1899-12-30 13:08:00,62aa121dcec54911e9d446cc
20,2022,Qtr 2,June,15,anonymous,Student/Looking/None,24,United States,Associates,Black or African American,No,0-40k,Construction,R,,2,2,2,2,2,2,Difficult,Better Salary,Male,1899-12-30 00:01:15,1899-12-30 14:16:00,62aa21e218134ddc75d8be11
75.5,2022,Qtr 2,June,16,anonymous,Data Analyst,38,United States,Bachelors,Black or African American,Yes,66k-85k,Tech,R,,10,9,10,8,8,10,Neither easy nor difficult,Remote Work,Female,1899-12-30 00:01:29,1899-12-30 08:06:00,62ab1cb0cec54911e9d5d187
187.5,2022,Qtr 2,June,16,anonymous,Other,58,United States,Masters,White or Caucasian,No,150k-225k,Finance,Other,I do analysis and create presentations based on datasets provided by others,9,10,10,8,8,10,Very Easy,Good Culture,Female,1899-12-30 00:03:50,1899-12-30 22:59:00,62abee280f8c8599d5bc246d
53,2022,Qtr 2,June,18,anonymous,Data Analyst,23,United States,High School,Hispanic or Latino,No,41k-65k,Agriculture,Python,,4,1,5,2,1,2,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:01:32,1899-12-30 00:48:00,62ad591424a2626027471080
95.5,2022,Qtr 2,June,18,anonymous,Data Analyst,31,United States,Masters,Asian or Asian American,No,86k-105k,Healthcare,Python,,10,8,10,7,7,10,Neither easy nor difficult,Remote Work,Female,1899-12-30 00:01:20,1899-12-30 10:33:00,62ade22318134ddc75de385f
75.5,2022,Qtr 2,June,18,anonymous,Student/Looking/None,24,United States,Bachelors,Asian or Asian American,No,66k-85k,Construction,Other,,7,10,7,5,9,5,Difficult,Better Salary,Female,1899-12-30 00:01:47,1899-12-30 11:42:00,62adf26f18134ddc75de4bb4
115.5,2022,Qtr 2,June,19,anonymous,Data Analyst,33,United States,Masters,White or Caucasian,No,106k-125k,Tech,Python,,9,7,8,8,7,8,Neither easy nor difficult,Good Work/Life Balance,Male,1899-12-30 00:01:47,1899-12-30 10:53:00,62af387018134ddc75df894e
53,2022,Qtr 2,June,21,anonymous,Database Developer,29,United States,Masters,White or Caucasian,Yes,41k-65k,Education,Other,SQL,7,7,7,4,7,7,Difficult,Better Salary,Female,1899-12-30 00:01:33,1899-12-30 21:27:00,62b27004bc6861bf318c9038
115.5,2022,Qtr 2,June,21,anonymous,Other,37,United States,Masters,White or Caucasian,No,106k-125k,Other,Python,,5,4,3,3,3,2,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:03:25,1899-12-30 15:34:00,62b21d40bae91e4b8b985154
115.5,2022,Qtr 2,June,22,anonymous,Data Analyst,42,United States,Masters,White or Caucasian,Yes,106k-125k,Finance,Python,,6,3,5,5,4,6,Easy,Good Work/Life Balance,Male,1899-12-30 00:01:24,1899-12-30 06:10:00,62b2ea87f8d5efcc220e3e21
137.5,2022,Qtr 2,June,23,anonymous,Data Analyst,26,United States,Bachelors,White or Caucasian,Yes,125k-150k,Other,R,,6,7,6,8,5,5,Easy,Better Salary,Male,1899-12-30 00:00:50,1899-12-30 22:45:00,62b525563f28f20328aeee5c
20,2022,Qtr 2,June,24,anonymous,Other,21,United States,Bachelors,White or Caucasian,No,0-40k,Other,R,,7,6,7,4,4,6,Difficult,Better Salary,Male,1899-12-30 00:03:12,1899-12-30 07:45:00,62b5a3e29bc428d5345f6e89
53,2022,Qtr 2,June,26,anonymous,Data Analyst,22,United States,Bachelors,Asian or Asian American,No,41k-65k,Other,Python,,6,8,7,8,6,7,Easy,Remote Work,Male,1899-12-30 00:01:19,1899-12-30 12:58:00,62b89039377223ff07b80fb5
